factory_id,project_id,date,priority_level,distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,predicted_delay_hours,risk_label,current_reward,reward_at_risk,best_action,reward_delta,new_pred_hours,recommendation,base_value,shap_distance_km,shap_weather_index,shap_traffic_index,shap_base_production_per_week,shap_production_variability,shap_routing_complexity,shap_supply_risk,shap_external_severity,shap_day_of_week,shap_is_weekend,shap_week_of_month,shap_priority_encoded,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,top_mitigator,mitigator_shap,plain_explanation,dispatch_rank
F4,P114,2026-04-29,Medium,647.27,0.04,0.92,49,0.08,1.0017712833257937,3.92,0.48,2,0,4,1,9.760000000000002,10.25,HIGH RISK,-21.03,21.03,reschedule,31.03,6.128,Reschedule to 2026-04-20 (severity 0.33) → pred 6.13h [Δ +31.0],7.697,2.696,-0.649,0.549,0.347,-0.006,-0.081,-0.017,-0.419,-0.04,0.002,0.469,-0.033,distance_km,2.696,traffic_index,0.549,week_of_month,0.469,production_variability,-0.006,Base: 7.7h | Drivers: distance_km: +2.70h | traffic_index: +0.55h | week_of_month: +0.47h | Helping: production_variability: -0.01h,14
F5,P96,2026-04-29,High,708.8,0.04,0.92,31,0.14,0.9989109960418192,4.340000000000001,0.48,2,0,4,2,6.580000000000002,10.93,HIGH RISK,-17.39,22.39,reschedule,32.39,6.582,Reschedule to 2026-04-10 (severity 0.31) → pred 6.58h [Δ +32.4],7.697,4.096,-0.694,0.641,-0.17,-0.012,-0.045,-0.017,-0.737,-0.042,0.001,0.362,-0.097,distance_km,4.096,traffic_index,0.641,week_of_month,0.362,production_variability,-0.012,Base: 7.7h | Drivers: distance_km: +4.10h | traffic_index: +0.64h | week_of_month: +0.36h | Helping: production_variability: -0.01h,9
F3,P158,2026-04-29,Low,701.32,0.04,0.92,43,0.15,1.0023940993833036,6.45,0.48,2,0,4,0,8.009999999999998,10.34,HIGH RISK,-21.2,21.2,reschedule,31.2,6.262,Reschedule to 2026-04-20 (severity 0.33) → pred 6.26h [Δ +31.2],7.697,3.424,-0.697,0.577,-0.045,-0.014,-0.047,-0.015,-0.774,-0.033,0.002,0.463,0.109,distance_km,3.424,traffic_index,0.577,week_of_month,0.463,production_variability,-0.014,Base: 7.7h | Drivers: distance_km: +3.42h | traffic_index: +0.58h | week_of_month: +0.46h | Helping: production_variability: -0.01h,12
F2,P88,2026-04-29,High,389.39,0.04,0.92,42,0.06,1.0414289548446494,2.52,0.48,2,0,4,2,4.65,5.94,low risk,15.0,20.0,none_needed,0.0,5.94,On-time — no action needed,7.697,-1.337,-0.353,0.578,-0.108,0.015,-0.06,0.023,-0.415,-0.049,0.001,0.275,-0.04,traffic_index,0.578,week_of_month,0.275,supply_risk,0.023,priority_encoded,-0.04,Base: 7.7h | Drivers: traffic_index: +0.58h | week_of_month: +0.27h | supply_risk: +0.02h | Helping: priority_encoded: -0.04h,17
F3,P131,2026-04-29,High,729.11,0.04,0.92,43,0.15,1.0005727484075282,6.45,0.48,2,0,4,2,7.57,10.93,HIGH RISK,-17.39,22.39,reschedule,32.39,6.827,Reschedule to 2026-04-24 (severity 0.32) → pred 6.83h [Δ +32.4],7.697,4.126,-0.63,0.6,-0.039,-0.014,-0.087,-0.014,-0.819,-0.042,0.001,0.469,-0.098,distance_km,4.126,traffic_index,0.6,week_of_month,0.469,production_variability,-0.014,Base: 7.7h | Drivers: distance_km: +4.13h | traffic_index: +0.60h | week_of_month: +0.47h | Helping: production_variability: -0.01h,10
F1,P123,2026-04-29,Medium,618.7,0.04,0.92,30,0.17,1.033148666982141,5.1000000000000005,0.48,2,0,4,1,7.17,9.17,HIGH RISK,-18.87,18.87,reschedule,28.87,5.749,Reschedule to 2026-04-10 (severity 0.31) → pred 5.75h [Δ +28.9],7.697,2.116,-0.514,0.453,-0.162,-0.014,0.385,-0.005,-0.522,-0.082,0.002,0.333,-0.008,distance_km,2.116,traffic_index,0.453,routing_complexity,0.385,supply_risk,-0.005,Base: 7.7h | Drivers: distance_km: +2.12h | traffic_index: +0.45h | routing_complexity: +0.38h | Helping: supply_risk: -0.01h,21
F4,P41,2026-04-29,Low,255.62,0.04,0.92,49,0.08,1.0222248655568984,3.92,0.48,2,0,4,0,3.65,5.05,low risk,10.0,10.0,none_needed,0.0,5.05,On-time — no action needed,7.697,-3.136,-0.271,0.446,0.295,-0.031,-0.12,-0.006,-0.176,-0.027,0.002,0.285,0.038,traffic_index,0.446,base_production_per_week,0.295,week_of_month,0.285,supply_risk,-0.006,Base: 7.7h | Drivers: traffic_index: +0.45h | base_production_per_week: +0.29h | week_of_month: +0.29h | Helping: supply_risk: -0.01h,33
F4,P196,2026-04-29,High,808.76,0.04,0.92,49,0.08,0.9989802273997296,3.92,0.48,2,0,4,2,7.900000000000002,12.05,HIGH RISK,-19.61,24.61,factory_swap,9.53,7.275,Swap to F2 (dist 467km) → pred 7.28h [Δ +9.5],7.697,4.542,-0.673,0.45,0.32,-0.001,-0.005,-0.017,-0.662,-0.086,-0.011,0.414,-0.277,distance_km,4.542,traffic_index,0.45,week_of_month,0.414,production_variability,-0.001,Base: 7.7h | Drivers: distance_km: +4.54h | traffic_index: +0.45h | week_of_month: +0.41h | Helping: production_variability: -0.00h,3
F1,P38,2026-04-30,Low,467.75,0.92,0.25,30,0.17,1.0063442598080437,5.1000000000000005,0.585,3,0,4,0,6.520000000000001,7.23,low risk,10.0,10.0,none_needed,0.0,7.23,On-time — no action needed,7.697,0.193,0.279,-0.401,-0.193,-0.011,0.093,-0.007,-0.574,0.01,0.001,0.39,0.086,week_of_month,0.39,weather_index,0.279,distance_km,0.193,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.39h | weather_index: +0.28h | distance_km: +0.19h | Helping: supply_risk: -0.01h,22
F5,P88,2026-04-30,High,705.19,0.92,0.25,31,0.14,1.0252037154406397,4.340000000000001,0.585,3,0,4,2,12.96,10.3,HIGH RISK,-16.12,21.12,reschedule,31.12,6.638,Reschedule to 2026-04-10 (severity 0.31) → pred 6.64h [Δ +31.1],7.697,3.849,0.312,-0.727,-0.104,-0.016,-0.098,-0.01,-0.583,-0.001,0.0,0.262,-0.091,distance_km,3.849,weather_index,0.312,week_of_month,0.262,day_of_week,-0.001,Base: 7.7h | Drivers: distance_km: +3.85h | weather_index: +0.31h | week_of_month: +0.26h | Helping: day_of_week: -0.00h,3
F2,P181,2026-04-30,Medium,280.71,0.92,0.25,42,0.06,1.011132344229485,2.52,0.585,3,0,4,1,5.74,4.34,low risk,10.0,10.0,none_needed,0.0,4.34,On-time — no action needed,7.697,-3.076,0.166,-0.284,-0.177,0.06,0.086,0.027,-0.213,0.0,0.001,0.382,-0.007,week_of_month,0.382,weather_index,0.166,routing_complexity,0.086,priority_encoded,-0.007,Base: 7.7h | Drivers: week_of_month: +0.38h | weather_index: +0.17h | routing_complexity: +0.09h | Helping: priority_encoded: -0.01h,23
F4,P21,2026-04-30,Low,463.88,0.92,0.25,49,0.08,1.0047357166061048,3.92,0.585,3,0,4,0,7.570000000000002,7.77,HIGH RISK,-16.06,16.06,reschedule,26.06,5.127,Reschedule to 2026-04-20 (severity 0.33) → pred 5.13h [Δ +26.1],7.697,0.211,0.369,-0.396,0.331,0.005,-0.008,-0.007,-0.44,0.002,0.001,0.496,0.071,week_of_month,0.496,weather_index,0.369,base_production_per_week,0.331,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | weather_index: +0.37h | base_production_per_week: +0.33h | Helping: supply_risk: -0.01h,20
F2,P160,2026-04-30,High,537.43,0.92,0.25,42,0.06,1.0277566532964426,2.52,0.585,3,0,4,2,11.660000000000002,8.29,HIGH RISK,-12.1,17.1,reschedule,27.1,5.468,Reschedule to 2026-04-10 (severity 0.31) → pred 5.47h [Δ +27.1],7.697,1.391,0.269,-0.534,-0.093,0.035,-0.197,-0.008,-0.312,0.006,0.0,0.32,-0.049,distance_km,1.391,week_of_month,0.32,weather_index,0.269,supply_risk,-0.008,Base: 7.7h | Drivers: distance_km: +1.39h | week_of_month: +0.32h | weather_index: +0.27h | Helping: supply_risk: -0.01h,17
F3,P195,2026-04-30,Medium,836.3,0.92,0.25,43,0.15,1.0113015921492492,6.45,0.585,3,0,4,1,15.040000000000004,12.62,HIGH RISK,-25.77,25.77,factory_swap,35.77,2.532,Swap to F5 (dist 136km) → pred 2.53h [Δ +35.8],7.697,6.875,0.384,-0.539,-0.08,-0.042,0.207,-0.015,-0.58,-0.007,-0.001,0.412,0.09,distance_km,6.875,week_of_month,0.412,weather_index,0.384,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +6.88h | week_of_month: +0.41h | weather_index: +0.38h | Helping: is_weekend: -0.00h,1
F2,P146,2026-04-30,Medium,495.3,0.92,0.25,42,0.06,0.9984780658524834,2.52,0.585,3,0,4,1,7.339999999999998,7.43,HIGH RISK,-15.38,15.38,reschedule,25.38,4.98,Reschedule to 2026-04-10 (severity 0.31) → pred 4.98h [Δ +25.4],7.697,0.465,0.342,-0.428,-0.174,0.032,0.137,0.027,-0.424,0.008,0.001,0.436,-0.021,distance_km,0.465,week_of_month,0.436,weather_index,0.342,priority_encoded,-0.021,Base: 7.7h | Drivers: distance_km: +0.47h | week_of_month: +0.44h | weather_index: +0.34h | Helping: priority_encoded: -0.02h,21
F3,P38,2026-04-30,Low,108.2,0.92,0.25,43,0.15,1.053681516365132,6.45,0.585,3,0,4,0,2.13,2.06,low risk,10.0,10.0,none_needed,0.0,2.06,On-time — no action needed,7.697,-5.368,0.05,-0.229,-0.102,-0.039,-0.273,0.004,-0.272,-0.002,0.001,0.276,0.045,week_of_month,0.276,weather_index,0.05,priority_encoded,0.045,day_of_week,-0.002,Base: 7.7h | Drivers: week_of_month: +0.28h | weather_index: +0.05h | priority_encoded: +0.05h | Helping: day_of_week: -0.00h,24
F2,P160,2026-04-30,High,537.43,0.92,0.25,42,0.06,1.0277566532964426,2.52,0.585,3,0,4,2,11.46,8.29,HIGH RISK,-12.1,17.1,reschedule,27.1,5.468,Reschedule to 2026-04-10 (severity 0.31) → pred 5.47h [Δ +27.1],7.697,1.391,0.269,-0.534,-0.093,0.035,-0.197,-0.008,-0.312,0.006,0.0,0.32,-0.049,distance_km,1.391,week_of_month,0.32,weather_index,0.269,supply_risk,-0.008,Base: 7.7h | Drivers: distance_km: +1.39h | week_of_month: +0.32h | weather_index: +0.27h | Helping: supply_risk: -0.01h,18
F3,P82,2026-04-30,Medium,206.86,0.92,0.25,43,0.15,1.0147183917300122,6.45,0.585,3,0,4,1,4.51,3.54,low risk,10.0,10.0,none_needed,0.0,3.54,On-time — no action needed,7.697,-3.894,0.18,-0.219,-0.091,-0.039,-0.07,-0.004,-0.239,0.0,0.001,0.33,-0.007,week_of_month,0.33,weather_index,0.18,is_weekend,0.001,supply_risk,-0.004,Base: 7.7h | Drivers: week_of_month: +0.33h | weather_index: +0.18h | is_weekend: +0.00h | Helping: supply_risk: -0.00h,25
F1,P62,2026-04-30,Low,634.12,0.92,0.25,30,0.17,1.0302078776590589,5.1000000000000005,0.585,3,0,4,0,7.360000000000001,9.7,HIGH RISK,-19.93,19.93,reschedule,29.93,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +29.9],7.697,3.123,0.351,-0.638,-0.127,0.005,-0.22,-0.01,-0.405,-0.019,0.001,0.25,0.106,distance_km,3.123,weather_index,0.351,week_of_month,0.25,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +3.12h | weather_index: +0.35h | week_of_month: +0.25h | Helping: supply_risk: -0.01h,9
F2,P101,2026-04-30,Low,334.72,0.92,0.25,42,0.06,1.0224695268051454,2.52,0.585,3,0,4,0,5.16,5.56,low risk,10.0,10.0,none_needed,0.0,5.56,On-time — no action needed,7.697,-1.799,0.225,-0.292,-0.101,0.06,-0.057,-0.008,-0.314,-0.001,0.001,0.278,0.052,week_of_month,0.278,weather_index,0.225,production_variability,0.06,day_of_week,-0.001,Base: 7.7h | Drivers: week_of_month: +0.28h | weather_index: +0.23h | production_variability: +0.06h | Helping: day_of_week: -0.00h,26
F1,P42,2026-04-30,Low,161.04,0.92,0.25,30,0.17,1.0010844911961547,5.1000000000000005,0.585,3,0,4,0,3.3199999999999994,2.56,low risk,10.0,10.0,none_needed,0.0,2.56,On-time — no action needed,7.697,-4.864,0.177,-0.207,-0.179,-0.039,0.057,-0.007,-0.308,0.001,0.001,0.39,0.094,week_of_month,0.39,weather_index,0.177,priority_encoded,0.094,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.39h | weather_index: +0.18h | priority_encoded: +0.09h | Helping: supply_risk: -0.01h,27
F1,P100,2026-04-30,Low,693.59,0.92,0.25,30,0.17,1.03492201231824,5.1000000000000005,0.585,3,0,4,0,14.959999999999996,10.04,HIGH RISK,-20.6,20.6,reschedule,30.6,6.439,Reschedule to 2026-04-10 (severity 0.31) → pred 6.44h [Δ +30.6],7.697,3.391,0.279,-0.713,-0.089,-0.015,-0.267,-0.01,-0.6,-0.019,0.001,0.25,0.046,distance_km,3.391,weather_index,0.279,week_of_month,0.25,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +3.39h | weather_index: +0.28h | week_of_month: +0.25h | Helping: supply_risk: -0.01h,4
F1,P71,2026-04-30,Medium,629.21,0.92,0.25,30,0.17,1.0333735935552808,5.1000000000000005,0.585,3,0,4,1,9.009999999999998,9.7,HIGH RISK,-19.93,19.93,reschedule,29.93,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +29.9],7.697,3.067,0.363,-0.559,-0.074,0.005,0.322,-0.01,-0.419,-0.012,0.001,0.256,-0.007,distance_km,3.067,weather_index,0.363,routing_complexity,0.322,priority_encoded,-0.007,Base: 7.7h | Drivers: distance_km: +3.07h | weather_index: +0.36h | routing_complexity: +0.32h | Helping: priority_encoded: -0.01h,10
F3,P96,2026-04-30,High,297.4,0.92,0.25,43,0.15,1.0514242259870892,6.45,0.585,3,0,4,2,4.069999999999999,4.44,low risk,15.0,20.0,none_needed,0.0,4.44,On-time — no action needed,7.697,-2.734,0.052,-0.285,-0.107,-0.038,-0.256,0.005,-0.331,-0.0,0.0,0.282,-0.042,week_of_month,0.282,weather_index,0.052,supply_risk,0.005,day_of_week,-0.0,Base: 7.7h | Drivers: week_of_month: +0.28h | weather_index: +0.05h | supply_risk: +0.00h | Helping: day_of_week: -0.00h,5
F2,P121,2026-04-30,Medium,445.72,0.92,0.25,42,0.06,1.0264407639252282,2.52,0.585,3,0,4,1,9.81,6.84,low risk,10.0,10.0,none_needed,0.0,6.84,On-time — no action needed,7.697,-0.297,0.211,-0.433,-0.092,0.002,-0.168,-0.008,-0.318,0.006,0.001,0.284,-0.01,week_of_month,0.284,weather_index,0.211,day_of_week,0.006,supply_risk,-0.008,Base: 7.7h | Drivers: week_of_month: +0.28h | weather_index: +0.21h | day_of_week: +0.01h | Helping: supply_risk: -0.01h,28
F3,P86,2026-04-30,Low,433.19,0.92,0.25,43,0.15,1.0211107951679623,6.45,0.585,3,0,4,0,8.360000000000001,6.84,low risk,10.0,10.0,none_needed,0.0,6.84,On-time — no action needed,7.697,-0.285,0.308,-0.425,-0.092,-0.011,-0.277,-0.004,-0.441,-0.001,0.001,0.285,0.057,weather_index,0.308,week_of_month,0.285,priority_encoded,0.057,day_of_week,-0.001,Base: 7.7h | Drivers: weather_index: +0.31h | week_of_month: +0.29h | priority_encoded: +0.06h | Helping: day_of_week: -0.00h,29
F5,P63,2026-04-30,Medium,655.19,0.92,0.25,31,0.14,1.0172530248178773,4.340000000000001,0.585,3,0,4,1,8.100000000000001,9.7,HIGH RISK,-19.93,19.93,reschedule,29.93,5.928,Reschedule to 2026-04-10 (severity 0.31) → pred 5.93h [Δ +29.9],7.697,2.829,0.473,-0.638,-0.105,-0.016,-0.065,-0.019,-0.383,-0.001,0.001,0.262,-0.026,distance_km,2.829,weather_index,0.473,week_of_month,0.262,day_of_week,-0.001,Base: 7.7h | Drivers: distance_km: +2.83h | weather_index: +0.47h | week_of_month: +0.26h | Helping: day_of_week: -0.00h,11
F5,P5,2026-04-30,Low,426.06,0.92,0.25,31,0.14,1.0042287575341242,4.340000000000001,0.585,3,0,4,0,5.429999999999998,6.84,low risk,10.0,10.0,none_needed,0.0,6.84,On-time — no action needed,7.697,-0.307,0.34,-0.394,-0.199,-0.011,-0.149,-0.007,-0.455,0.002,0.001,0.386,0.071,week_of_month,0.386,weather_index,0.34,priority_encoded,0.071,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.39h | weather_index: +0.34h | priority_encoded: +0.07h | Helping: supply_risk: -0.01h,30
F4,P54,2026-04-30,High,202.61,0.92,0.25,49,0.08,1.0010885887462786,3.92,0.585,3,0,4,2,2.78,4.11,low risk,15.0,20.0,none_needed,0.0,4.11,On-time — no action needed,7.697,-3.814,0.18,-0.205,0.33,-0.022,0.059,-0.007,-0.157,0.003,0.0,0.502,-0.059,week_of_month,0.502,base_production_per_week,0.33,weather_index,0.18,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.33h | weather_index: +0.18h | Helping: supply_risk: -0.01h,6
F1,P192,2026-04-30,Low,523.01,0.92,0.25,30,0.17,1.0290688132267485,5.1000000000000005,0.585,3,0,4,0,9.37,8.29,HIGH RISK,-17.1,17.1,reschedule,27.1,5.42,Reschedule to 2026-04-10 (severity 0.31) → pred 5.42h [Δ +27.1],7.697,1.313,0.266,-0.518,-0.131,-0.019,-0.246,0.002,-0.434,-0.013,0.001,0.328,0.073,distance_km,1.313,week_of_month,0.328,weather_index,0.266,day_of_week,-0.013,Base: 7.7h | Drivers: distance_km: +1.31h | week_of_month: +0.33h | weather_index: +0.27h | Helping: day_of_week: -0.01h,19
F4,P153,2026-04-30,High,219.67,0.92,0.25,49,0.08,1.0173205261819511,3.92,0.585,3,0,4,2,2.47,4.08,low risk,15.0,20.0,none_needed,0.0,4.08,On-time — no action needed,7.697,-3.847,0.18,-0.212,0.297,-0.023,-0.166,-0.007,-0.11,0.0,0.0,0.291,-0.047,base_production_per_week,0.297,week_of_month,0.291,weather_index,0.18,supply_risk,-0.007,Base: 7.7h | Drivers: base_production_per_week: +0.30h | week_of_month: +0.29h | weather_index: +0.18h | Helping: supply_risk: -0.01h,7
F3,P192,2026-04-30,Low,591.84,0.92,0.25,43,0.15,1.0027925230784238,6.45,0.585,3,0,4,0,7.449999999999999,8.72,HIGH RISK,-17.96,17.96,reschedule,27.96,5.554,Reschedule to 2026-04-20 (severity 0.33) → pred 5.55h [Δ +28.0],7.697,1.698,0.466,-0.552,-0.024,-0.017,0.073,-0.017,-0.501,0.029,0.001,0.54,0.084,distance_km,1.698,week_of_month,0.54,weather_index,0.466,supply_risk,-0.017,Base: 7.7h | Drivers: distance_km: +1.70h | week_of_month: +0.54h | weather_index: +0.47h | Helping: supply_risk: -0.02h,14
F4,P69,2026-04-30,Medium,378.59,0.92,0.25,49,0.08,1.00290090164515,3.92,0.585,3,0,4,1,5.6,6.04,low risk,10.0,10.0,none_needed,0.0,6.04,On-time — no action needed,7.697,-1.764,0.237,-0.26,0.333,-0.011,0.08,-0.007,-0.323,0.002,0.001,0.502,-0.017,week_of_month,0.502,base_production_per_week,0.333,weather_index,0.237,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.33h | weather_index: +0.24h | Helping: supply_risk: -0.01h,31
F2,P149,2026-04-30,Low,458.45,0.92,0.25,42,0.06,0.9982805147053028,2.52,0.585,3,0,4,0,6.189999999999998,7.12,low risk,10.0,10.0,none_needed,0.0,7.12,On-time — no action needed,7.697,0.028,0.331,-0.422,-0.18,-0.002,0.046,0.027,-0.402,-0.029,0.001,0.385,0.085,week_of_month,0.385,weather_index,0.331,priority_encoded,0.085,production_variability,-0.002,Base: 7.7h | Drivers: week_of_month: +0.39h | weather_index: +0.33h | priority_encoded: +0.09h | Helping: production_variability: -0.00h,32
F1,P15,2026-04-30,High,576.34,0.92,0.25,30,0.17,1.0259248026903014,5.1000000000000005,0.585,3,0,4,2,10.44,8.72,HIGH RISK,-12.96,17.96,reschedule,27.96,5.555,Reschedule to 2026-04-10 (severity 0.31) → pred 5.55h [Δ +28.0],7.697,1.845,0.344,-0.551,-0.163,-0.015,-0.161,-0.01,-0.451,0.031,0.0,0.343,-0.053,distance_km,1.845,weather_index,0.344,week_of_month,0.343,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +1.84h | weather_index: +0.34h | week_of_month: +0.34h | Helping: supply_risk: -0.01h,15
F5,P11,2026-04-30,High,67.21,0.92,0.25,31,0.14,1.0148156005098987,4.340000000000001,0.585,3,0,4,2,1.3,1.48,low risk,15.0,20.0,none_needed,0.0,1.48,On-time — no action needed,7.697,-6.008,0.142,-0.186,-0.116,-0.04,0.016,-0.007,-0.24,0.0,0.0,0.333,-0.046,week_of_month,0.333,weather_index,0.142,routing_complexity,0.016,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.33h | weather_index: +0.14h | routing_complexity: +0.02h | Helping: supply_risk: -0.01h,8
F5,P116,2026-04-30,Low,788.05,0.92,0.25,31,0.14,1.0265665110036115,4.340000000000001,0.585,3,0,4,0,12.91,11.07,HIGH RISK,-22.67,22.67,reschedule,32.67,6.95,Reschedule to 2026-04-10 (severity 0.31) → pred 6.95h [Δ +32.7],7.697,4.726,0.292,-0.72,-0.109,-0.002,-0.207,-0.01,-0.723,-0.016,-0.001,0.333,0.169,distance_km,4.726,week_of_month,0.333,weather_index,0.292,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +4.73h | week_of_month: +0.33h | weather_index: +0.29h | Helping: is_weekend: -0.00h,2
F4,P159,2026-04-30,Low,558.41,0.92,0.25,49,0.08,1.0227915721979446,3.92,0.585,3,0,4,0,12.09,8.82,HIGH RISK,-18.17,18.17,reschedule,28.17,5.662,Reschedule to 2026-04-20 (severity 0.33) → pred 5.66h [Δ +28.2],7.697,1.189,0.359,-0.524,0.307,-0.0,-0.11,-0.01,-0.301,-0.001,0.001,0.33,0.058,distance_km,1.189,weather_index,0.359,week_of_month,0.33,production_variability,-0.0,Base: 7.7h | Drivers: distance_km: +1.19h | weather_index: +0.36h | week_of_month: +0.33h | Helping: production_variability: -0.00h,12
F3,P105,2026-04-30,Low,415.62,0.92,0.25,43,0.15,1.0302467476576325,6.45,0.585,3,0,4,0,7.800000000000001,6.66,low risk,10.0,10.0,none_needed,0.0,6.66,On-time — no action needed,7.697,-0.551,0.216,-0.419,-0.091,-0.011,-0.316,0.004,-0.38,-0.013,0.001,0.276,0.057,week_of_month,0.276,weather_index,0.216,priority_encoded,0.057,production_variability,-0.011,Base: 7.7h | Drivers: week_of_month: +0.28h | weather_index: +0.22h | priority_encoded: +0.06h | Helping: production_variability: -0.01h,33
F4,P94,2026-04-30,Low,558.25,0.92,0.25,49,0.08,0.999928867477617,3.92,0.585,3,0,4,0,10.96,8.82,HIGH RISK,-18.17,18.17,reschedule,28.17,5.62,Reschedule to 2026-04-20 (severity 0.33) → pred 5.62h [Δ +28.2],7.697,1.31,0.388,-0.509,0.331,-0.001,0.153,-0.019,-0.345,0.002,0.001,0.55,0.085,distance_km,1.31,week_of_month,0.55,weather_index,0.388,production_variability,-0.001,Base: 7.7h | Drivers: distance_km: +1.31h | week_of_month: +0.55h | weather_index: +0.39h | Helping: production_variability: -0.00h,13
F5,P140,2026-04-30,Low,579.0,0.92,0.25,31,0.14,0.9989486692962596,4.340000000000001,0.585,3,0,4,0,7.59,8.72,HIGH RISK,-17.96,17.96,reschedule,27.96,5.513,Reschedule to 2026-04-10 (severity 0.31) → pred 5.51h [Δ +28.0],7.697,1.745,0.459,-0.552,-0.211,-0.015,0.072,-0.019,-0.481,0.027,0.001,0.433,0.085,distance_km,1.745,weather_index,0.459,week_of_month,0.433,production_variability,-0.015,Base: 7.7h | Drivers: distance_km: +1.74h | weather_index: +0.46h | week_of_month: +0.43h | Helping: production_variability: -0.02h,16
